0,0.000 
0.01 ,1.992 
0.02 ,3.982 
0.03 ,5.972 
0.04 ,7.959 
0.05 ,9.943 
0.06 ,11.924 
0.07 ,13.901 
0.08 ,15.872 
0.09 ,17.837 
0.10 ,19.795 
0.11 ,21.746 
0.12 ,23.688 
0.13 ,25.620 
0.14 ,27.542 
0.15 ,29.452 
0.16 ,31.349 
0.17 ,33.232 
0.18 ,35.100 
0.19 ,36.951 
0.20 ,38.783 
0.21 ,40.553 
0.22 ,42.225 
0.23 ,43.810 
0.24 ,45.316 
0.25 ,46.751 
0.26 ,48.120 
0.27 ,49.428 
0.28 ,50.680 
0.29 ,51.879 
0.30 ,53.028 
0.31 ,54.130 
0.32 ,55.188 
0.33 ,56.203 
0.34 ,57.177 
0.35 ,58.112 
0.36 ,59.009 
0.37 ,59.870 
0.38 ,60.695 
0.39 ,61.486 
0.40 ,62.244 
0.41 ,62.970 
0.42 ,63.663 
0.43 ,64.326 
0.44 ,64.958 
0.45 ,65.560 
0.46 ,66.133 
0.47 ,66.677 
0.48 ,67.192 
0.49 ,67.679 
0.50 ,68.139 
0.51 ,68.570 
0.52 ,68.975 
0.53 ,69.352 
0.54 ,69.703 
0.55 ,70.027 
0.56 ,70.324 
0.57 ,70.595 
0.58 ,70.840 
0.59 ,71.059 
0.60 ,71.253 
0.61 ,71.420 
0.62 ,71.561 
0.63 ,71.677 
0.64 ,71.767 
0.65 ,71.832 
0.66 ,71.871 
0.67 ,71.884 
0.68 ,71.872 
0.69 ,71.834 
0.70 ,71.771 
0.71 ,71.682 
0.72 ,71.568 
0.73 ,71.428 
0.74 ,71.262 
0.75 ,71.070 
0.76 ,70.852 
0.77 ,70.609 
0.78 ,70.339 
0.79 ,70.043 
0.80 ,69.720 
0.81 ,69.380 
0.82 ,69.034 
0.83 ,68.685 
0.84 ,68.337 
0.85 ,67.993 
0.86 ,67.656 
0.87 ,67.330 
0.88 ,67.016 
0.89 ,66.717 
0.90 ,66.437 
0.91 ,66.176 
0.92 ,65.937 
0.93 ,65.722 
0.94 ,65.532 
0.95 ,65.369 
0.96 ,65.234 
0.97 ,65.128 
0.98 ,65.051 
0.99 ,65.005 
1.00 ,64.990 
